swab_id,individual,InitialStage,Temperature, avg_ct_score, avg_ge_score,ZE, date_collected,day, species, lifestage, gosner_stage, weight, svl, sex, notes, frog_condition, total_wt, bag_wt, part_swabbed, source_location, live_zsp_count (zsp/ml), sample_type, zsp_count_notes, container, life_stage, 
TExpF4_5_Apr29,F4_5,adult,4,38.1733,0.0864,6.912, 04/29/2009,44, Rana sierrae, adult,46,,, M, LOTS OF SLOUGHED SKIN, HEALTHY,,, L,,,,,,,
TExpF4_5_May2,F4_5,adult,4,41.6511,0.0099,0.792, 05/02/2009,47, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_May5,F4_5,adult,4,41.036,0.01485,1.188, 05/05/2009,50, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_May8,F4_5,adult,4,36.9555,0.0212,1.696, 05/08/2009,53, Rana sierrae, adult,46,11.7,, M,, HEALTHY,13.1,1.4, L,,,,,,,
TExpF4_5_May11,F4_5,adult,4,0,0,0, 05/11/2009,56, Rana sierrae, adult,46,,44.3, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_May14,F4_5,adult,4,37.569,0.1211,9.688, 05/14/2009,59, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_May17,F4_5,adult,4,35.858,0.3926,31.408, 05/17/2009,62, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_May20,F4_5,adult,4,0,0,0, 05/20/2009,65, Rana sierrae, adult,46,8.5,44.4, M,, HEALTHY,14.1,5.6, L,,,,,,,
TExpF4_5_May23,F4_5,adult,4,0,0,0, 05/23/2009,68, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_May26,F4_5,adult,4,0,0,0, 05/26/2009,71, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_May29,F4_5,adult,4,0,0,0, 05/29/2009,74, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jun1,F4_5,adult,4,0,0,0, 06/01/2009,77, Rana sierrae, adult,46,12,44, M,, HEALTHY,17.2,5.2, L,,,,,,,
TExpF4_5_Jun4,F4_5,adult,4,0,0,0, 06/04/2009,80, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jun7,F4_5,adult,4,0,0,0, 06/07/2009,83, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jun10,F4_5,adult,4,0,0,0, 06/10/2009,86, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jun13,F4_5,adult,4,37.6399,0.0222,1.776, 06/13/2009,89, Rana sierrae, adult,46,12,48.6, M,, HEALTHY,17.1,5.1, L,,,,,,,
TExpF4_5_Jun16,F4_5,adult,4,39.0026,0.0941,7.528, 06/16/2009,92, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jun19,F4_5,adult,4,0,0,0, 06/19/2009,95, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jun22,F4_5,adult,4,38.6665,0.0771,6.168, 06/22/2009,98, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jun25,F4_5,adult,4,40.066,0.0352,2.816, 06/25/2009,101, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF4_5_Jun28,F4_5,adult,4,40.5198,0.0849,6.792, 06/28/2009,104, Rana sierrae, adult,46,11.8,45.5, M,, HEALTHY,17,5.2, L,,,,,,,
TexpF4_5_Jul1,F4_5,adult,4,42.3546,0.0256,2.048, 07/01/2009,107, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF4_5_Jul4,F4_5,adult,4,42.9712,0.0171,1.368, 07/04/2009,110, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jul7,F4_5,adult,4,41.9745,0.004,0.32, 07/07/2009,113, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Jul10,F4_5,adult,4,0,0,0, 07/10/2009,116, Rana sierrae, adult,46,,, M, MBD?, HEALTHY,,, L,,,,,,,
TExpF4_5_Jul13,F4_5,adult,4,38.8572,0.1088,8.704, 07/13/2009,119, Rana sierrae, adult,46,11.7,50.2, M, WEIGHED 6/15, HEALTHY,17.1,5.4, L,,,,,,,
TExpF4_5_Nov10,F4_5,adult,4,0,0,0, 11/10/2009,239, Rana sierrae,,46,,,, metabolic bone disorder--rear legs are curved,,,,,,,,,, adult,
TExpF12_1_Mar16,F12_1,adult,12,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,19.6,54.3, M,, HEALTHY,22.4,2.8, L,,,,,,,
TExpF12_1_Mar24,F12_1,adult,12,38.0043,0.1955,15.64, 03/24/2009,8, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_1_Mar27,F12_1,adult,12,40.6428,0.0355,2.84, 03/27/2009,11, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_1_Mar30,F12_1,adult,12,31.8937,1.019,81.52, 03/30/2009,14, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_1_Apr2,F12_1,adult,12,0,0,0, 04/02/2009,17, Rana sierrae, adult,46,19.6,52.4, M,, HEALTHY,22.5,2.9, L,,,,,,,
TExpF12_1_Apr5,F12_1,adult,12,37.5783,0.1958,15.664, 04/05/2009,20, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_1_Apr8,F12_1,adult,12,35.1903,0.6296,50.368, 04/08/2009,23, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_1_Apr11,F12_1,adult,12,0,0,0, 04/11/2009,26, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_1_Apr14,F12_1,adult,12,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,19.3,49.6, M,, HEALTHY,22,2.7, L,,,,,,,
TExpF12_1_Apr17,F12_1,adult,12,40.034,0.0506,4.048, 04/17/2009,32, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Apr20,F12_1,adult,12,37.2343,0.3066,24.528, 04/20/2009,35, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Apr23,F12_1,adult,12,41.3227,0.0361,2.888, 04/23/2009,38, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Apr26,F12_1,adult,12,34.3469,1.834,146.72, 04/26/2009,41, Rana sierrae, adult,46,19.2,55, M,, HEALTHY,22.1,2.9, L,,,,,,,
TExpF12_1_Apr29,F12_1,adult,12,34.7433,0.9542,76.336, 04/29/2009,44, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_May2,F12_1,adult,12,34.7017,1.5953,127.624, 05/02/2009,47, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_May5,F12_1,adult,12,31.7005,0.707,56.56, 05/05/2009,50, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_May8,F12_1,adult,12,34.7396,0.093,7.44, 05/08/2009,53, Rana sierrae, adult,46,19.2,, M,, HEALTHY,24.6,5.4, L,,,,,,,
TExpF12_1_May11,F12_1,adult,12,33.6363,0.1942,15.536, 05/11/2009,56, Rana sierrae, adult,46,,51, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_May14,F12_1,adult,12,31.3306,8.8103,704.824, 05/14/2009,59, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_May17,F12_1,adult,12,33.4985,1.9863,158.904, 05/17/2009,62, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_May20,F12_1,adult,12,32.592,3.7031,296.248, 05/20/2009,65, Rana sierrae, adult,46,18.7,51.7, M,, HEALTHY,24,5.3, L,,,,,,,
TExpF12_1_May23,F12_1,adult,12,28.8243,95.2061,7616.488, 05/23/2009,68, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_May26,F12_1,adult,12,28.6303,41.3278,3306.224, 05/26/2009,71, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_May29,F12_1,adult,12,31.2833,6.7347,538.776, 05/29/2009,74, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jun1,F12_1,adult,12,26.7153,137.5571,11004.568, 06/01/2009,77, Rana sierrae, adult,46,17.4,49, M, LOTS OF DEAD SKIN, HEALTHY,22.9,5.5, L,,,,,,,
TExpF12_1_Jun4,F12_1,adult,12,27.5368,79.9556,6396.448, 06/04/2009,80, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jun7,F12_1,adult,12,28.025,99.0886,7927.088, 06/07/2009,83, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jun10,F12_1,adult,12,25.8154,50.7149,4057.192, 06/10/2009,86, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jun13,F12_1,adult,12,0,0,0, 06/13/2009,89, Rana sierrae, adult,46,13.6,49, M,, HEALTHY,19,5.4, L,,,,,,,
TExpF12_1_Jun16,F12_1,adult,12,31.1944,16.0386,1283.088, 06/16/2009,92, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jun19,F12_1,adult,12,25.9337,413.9563,33116.504, 06/19/2009,95, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jun22,F12_1,adult,12,24.4214,1148.0278,91842.224, 06/22/2009,98, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jun25,F12_1,adult,12,26.5918,397.2997,31783.976, 06/25/2009,101, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF12_1_Jun28,F12_1,adult,12,0,0,0, 06/28/2009,104, Rana sierrae, adult,46,14.9,49.4, M,, HEALTHY,20.2,5.3, L,,,,,,,
TExpF12_1_Jul1,F12_1,adult,12,25.3704,1694.9161,135593.288, 07/01/2009,107, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF12_1_Jul4,F12_1,adult,12,27.4182,444.5149,35561.192, 07/04/2009,110, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jul7,F12_1,adult,12,22.6458,2616.8604,209348.832, 07/07/2009,113, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_1_Jul10,F12_1,adult,12,24.3773,1025.3739,82029.912, 07/10/2009,116, Rana sierrae, adult,46,,, M, VERY RED SKIN FRONT LEGS TUCKED UNDER BODY, MORIBUND,,, L,,,,,,,
TExpF12_1_Jul13,F12_1,adult,12,26.7971,222.1799,17774.392, 07/13/2009,119, Rana sierrae, adult,46,13.1,51.6, M, WEIGHED 6/15, HEALTHY,18.4,5.3, L,,,,,,,
TExpF12_2_Mar16,F12_2,adult,12,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,24.1,58.6, M,, HEALTHY,27,2.9, L,,,,,,,
TExpF12_2_Mar24,F12_2,adult,12,38.2391,0.1679,13.432, 03/24/2009,8, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_2_Mar27,F12_2,adult,12,0,0,0, 03/27/2009,11, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_2_Mar30,F12_2,adult,12,32.8223,0.5913,47.304, 03/30/2009,14, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_2_Apr2,F12_2,adult,12,38.9627,0.0921,7.368, 04/02/2009,17, Rana sierrae, adult,46,24.2,56.5, M,, HEALTHY,27.1,2.9, L,,,,,,,
TExpF12_2_Apr5,F12_2,adult,12,0,0,0, 04/05/2009,20, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_2_Apr8,F12_2,adult,12,33.6328,1.7839,142.712, 04/08/2009,23, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_2_Apr11,F12_2,adult,12,38.901,0.0526,4.208, 04/11/2009,26, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_2_Apr14,F12_2,adult,12,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,23.3,57, M,, HEALTHY,26.1,2.8, L,,,,,,,
TExpF12_2_Apr17,F12_2,adult,12,39.9515,0.0533,4.264, 04/17/2009,32, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Apr20,F12_2,adult,12,39.8327,0.0576,4.608, 04/20/2009,35, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Apr23,F12_2,adult,12,0,0,0, 04/23/2009,38, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Apr26,F12_2,adult,12,34.4299,1.7351,138.808, 04/26/2009,41, Rana sierrae, adult,46,26,60.1, M,, HEALTHY,28.9,2.9, L,,,,,,,
TExpF12_2_Apr29,F12_2,adult,12,38.0188,0.0951,7.608, 04/29/2009,44, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_May2,F12_2,adult,12,37.3296,0.1462,11.696, 05/02/2009,47, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_May5,F12_2,adult,12,0,0,0, 05/05/2009,50, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_May8,F12_2,adult,12,34.5954,0.1024,8.192, 05/08/2009,53, Rana sierrae, adult,46,22.7,, M,, HEALTHY,28.1,5.4, L,,,,,,,
TExpF12_2_May11,F12_2,adult,12,35.3114,0.0635,5.08, 05/11/2009,56, Rana sierrae, adult,46,,56.1, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_May14,F12_2,adult,12,35.8039,0.4074,32.592, 05/14/2009,59, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_May17,F12_2,adult,12,36.1531,0.3205,25.64, 05/17/2009,62, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_May20,F12_2,adult,12,35.0098,0.7031,56.248, 05/20/2009,65, Rana sierrae, adult,46,21.4,57.1, M,, HEALTHY,26.2,4.8, L,,,,,,,
TExpF12_2_May23,F12_2,adult,12,34.0302,2.598,207.84, 05/23/2009,68, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_May26,F12_2,adult,12,31.6756,5.0061,400.488, 05/26/2009,71, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_May29,F12_2,adult,12,32.1443,3.8139,305.112, 05/29/2009,74, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jun1,F12_2,adult,12,31.5015,5.8308,466.464, 06/01/2009,77, Rana sierrae, adult,46,22.6,55, M,, HEALTHY,27.8,5.2, L,,,,,,,
TExpF12_2_Jun4,F12_2,adult,12,31.0569,7.8206,625.648, 06/04/2009,80, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jun7,F12_2,adult,12,30.9045,15.0715,1205.72, 06/07/2009,83, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jun10,F12_2,adult,12,29.3284,5.0961,407.688, 06/10/2009,86, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jun13,F12_2,adult,12,36.6448,0.0426,3.408, 06/13/2009,89, Rana sierrae, adult,46,21.9,55.8, M,, HEALTHY,27.1,5.2, L,,,,,,,
TExpF12_2_Jun16,F12_2,adult,12,29.2839,56.3806,4510.448, 06/16/2009,92, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jun19,F12_2,adult,12,27.4586,148.0012,11840.096, 06/19/2009,95, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jun22,F12_2,adult,12,27.2718,167.8845,13430.76, 06/22/2009,98, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jun25,F12_2,adult,12,27.9634,153.6819,12294.552, 06/25/2009,101, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF12_2_Jun28,F12_2,adult,12,27.2831,485.5351,38842.808, 06/28/2009,104, Rana sierrae, adult,46,20.2,56.3, M,, HEALTHY,25.5,5.3, L,,,,,,,
TexpF12_2_Jul1,F12_2,adult,12,26.0861,1061.6844,84934.752, 07/01/2009,107, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF12_2_Jul4,F12_2,adult,12,27.8708,330.6797,26454.376, 07/04/2009,110, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jul7,F12_2,adult,12,24.7905,591.7832,47342.656, 07/07/2009,113, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_2_Jul10,F12_2,adult,12,26.3169,300.9561,24076.488, 07/10/2009,116, Rana sierrae, adult,46,,, M, ACTIVE, HEALTHY,,, L,,,,,,,
TExpF12_2_Jul13,F12_2,adult,12,24.5837,899.9249,71993.992, 07/13/2009,119, Rana sierrae, adult,46,18.8,54.5, M, WEIGHED 6/15, HEALTHY,24.2,5.4, L,,,,,,,
TExpF12_2_Nov10,F12_2,adult,12,0,0,0, 11/10/2009,239, Rana sierrae,,46,,,, healthy active,,,,,,,,,, adult,
TExpF12_3_Mar16,F12_3,adult,12,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,12.2,43.1, M,, HEALTHY,15.1,2.9, L,,,,,,,
TExpF12_3_Mar24,F12_3,adult,12,40.9142,0.0298,2.384, 03/24/2009,8, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_3_Mar27,F12_3,adult,12,0,0,0, 03/27/2009,11, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_3_Mar30,F12_3,adult,12,33.5091,0.3953,31.624, 03/30/2009,14, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_3_Apr2,F12_3,adult,12,40.9877,0.0245,1.96, 04/02/2009,17, Rana sierrae, adult,46,12.5,42.8, M,, HEALTHY,15.4,2.9, L,,,,,,,
TExpF12_3_Apr5,F12_3,adult,12,42.4593,0.007,0.56, 04/05/2009,20, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_3_Apr8,F12_3,adult,12,35.6473,0.4638,37.104, 04/08/2009,23, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_3_Apr11,F12_3,adult,12,41.7125,0.008,0.64, 04/11/2009,26, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_3_Apr14,F12_3,adult,12,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,12.9,44.6, M,, HEALTHY,14.5,1.6, L,,,,,,,
TExpF12_3_Apr17,F12_3,adult,12,39.9956,0.0518,4.144, 04/17/2009,32, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Apr20,F12_3,adult,12,36.3152,0.5542,44.336, 04/20/2009,35, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Apr23,F12_3,adult,12,41.9612,0.0243,1.944, 04/23/2009,38, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Apr26,F12_3,adult,12,35.127,1.0892,87.136, 04/26/2009,41, Rana sierrae, adult,46,13.2,43.6, M,, HEALTHY,18.6,5.4, L,,,,,,,
TExpF12_3_Apr29,F12_3,adult,12,39.12,0.0478,3.824, 04/29/2009,44, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_May2,F12_3,adult,12,36.4139,0.2589,20.712, 05/02/2009,47, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_May5,F12_3,adult,12,0,0,0, 05/05/2009,50, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_May8,F12_3,adult,12,36.4123,0.0304,2.432, 05/08/2009,53, Rana sierrae, adult,46,13.1,, M,, HEALTHY,18.8,5.7, L,,,,,,,
TExpF12_3_May11,F12_3,adult,12,35.436,0.0584,4.672, 05/11/2009,56, Rana sierrae, adult,46,,45.3, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_May14,F12_3,adult,12,34.1941,1.2316,98.528, 05/14/2009,59, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_May17,F12_3,adult,12,36.9953,0.1797,14.376, 05/17/2009,62, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_May20,F12_3,adult,12,36.6648,0.2255,18.04, 05/20/2009,65, Rana sierrae, adult,46,14.1,45.4, M,, HEALTHY,19.1,5, L,,,,,,,
TExpF12_3_May23,F12_3,adult,12,35.3452,1.046,83.68, 05/23/2009,68, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_May26,F12_3,adult,12,35.5549,0.3402,27.216, 05/26/2009,71, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_May29,F12_3,adult,12,40.2616,0.0179,1.432, 05/29/2009,74, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jun1,F12_3,adult,12,33.4122,1.6509,132.072, 06/01/2009,77, Rana sierrae, adult,46,13.7,46, M,, HEALTHY,19,5.3, L,,,,,,,
TExpF12_3_Jun4,F12_3,adult,12,37.4207,0.117,9.36, 06/04/2009,80, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jun7,F12_3,adult,12,37.6383,0.1843,14.744, 06/07/2009,83, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jun10,F12_3,adult,12,32.8255,0.5175,41.4, 06/10/2009,86, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jun13,F12_3,adult,12,35.299,0.1026,8.208, 06/13/2009,89, Rana sierrae, adult,46,13.5,43.2, M,, HEALTHY,18.6,5.1, L,,,,,,,
TExpF12_3_Jun16,F12_3,adult,12,40.5261,0.0345,2.76, 06/16/2009,92, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jun19,F12_3,adult,12,30.2298,22.8304,1826.432, 06/19/2009,95, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jun22,F12_3,adult,12,34.6471,1.1603,92.824, 06/22/2009,98, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jun25,F12_3,adult,12,37.0879,0.2771,22.168, 06/25/2009,101, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF12_3_Jun28,F12_3,adult,12,32.6847,14.2217,1137.736, 06/28/2009,104, Rana sierrae, adult,46,11.7,51.7, M,, HEALTHY,17,5.3, L,,,,,,,
TexpF12_3_Jul1,F12_3,adult,12,38.2485,0.3746,29.968, 07/01/2009,107, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF12_3_Jul4,F12_3,adult,12,32.437,16.7205,1337.64, 07/04/2009,110, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jul7,F12_3,adult,12,29.9164,16.9466,1355.728, 07/07/2009,113, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_3_Jul10,F12_3,adult,12,29.5693,38.5288,3082.304, 07/10/2009,116, Rana sierrae, adult,46,,, M, BAGGY PANTS EDEMA IN BELLY MBD BUT ACTS HEALTHY, HEALTHY?,,, L,,,,,,,
TExpF12_3_Jul13,F12_3,adult,12,33.2981,3.6502,292.016, 07/13/2009,119, Rana sierrae, adult,46,12,43.3, M, WEIGHED 6/15, HEALTHY,17.4,5.4, L,,,,,,,
TExpF12_4_Mar16,F12_4,adult,12,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,21.4,56.4, M,, HEALTHY,24.2,2.8, L,,,,,,,
TExpF12_4_Mar24,F12_4,adult,12,38.0573,0.1889,15.112, 03/24/2009,8, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_4_Mar27,F12_4,adult,12,0,0,0, 03/27/2009,11, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_4_Mar30,F12_4,adult,12,34.1852,0.266,21.28, 03/30/2009,14, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_4_Apr2,F12_4,adult,12,40.4684,0.0344,2.752, 04/02/2009,17, Rana sierrae, adult,46,21.7,56.8, M,, HEALTHY,24.6,2.9, L,,,,,,,
TExpF12_4_Apr5,F12_4,adult,12,0,0,0, 04/05/2009,20, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_4_Apr8,F12_4,adult,12,0,0,0, 04/08/2009,23, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_4_Apr11,F12_4,adult,12,0,0,0, 04/11/2009,26, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF12_4_Apr14,F12_4,adult,12,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,20.6,55.7, M,, HEALTHY,22,1.4, L,,,,,,,
TExpF12_4_Apr17,F12_4,adult,12,0,0,0, 04/17/2009,32, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_Apr20,F12_4,adult,12,0,0,0, 04/20/2009,35, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_Apr23,F12_4,adult,12,0,0,0, 04/23/2009,38, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_Apr26,F12_4,adult,12,0,0,0, 04/26/2009,41, Rana sierrae, adult,46,20.5,54.1, M,, HEALTHY,25.9,5.4, L,,,,,,,
TExpF12_4_Apr29,F12_4,adult,12,0,0,0, 04/29/2009,44, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_May2,F12_4,adult,12,0,0,0, 05/02/2009,47, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_May5,F12_4,adult,12,0,0,0, 05/05/2009,50, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_May8,F12_4,adult,12,0,0,0, 05/08/2009,53, Rana sierrae, adult,46,20.6,, M,, HEALTHY,26.2,5.6, L,,,,,,,
TExpF12_4_May11,F12_4,adult,12,0,0,0, 05/11/2009,56, Rana sierrae, adult,46,,54.2, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_May14,F12_4,adult,12,0,0,0, 05/14/2009,59, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_May17,F12_4,adult,12,0,0,0, 05/17/2009,62, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF12_4_May20,F12_4,adult,12,0,0,0, 05/20/2009,65, Rana sierrae, adult,46,18.6,56.2, M,, HEALTHY,23.8,5.2, L,,,,,,,
