swab_id,individual,InitialStage,Temperature, avg_ct_score, avg_ge_score,ZE, date_collected,day, species, lifestage, gosner_stage, weight, svl, sex, notes, frog_condition, total_wt, bag_wt, part_swabbed, source_location, live_zsp_count (zsp/ml), sample_type, zsp_count_notes, container, life_stage, 
TExpC20_2_May20,C20_2,culture,20,36.6155,0.4344,34.752, 05/20/2009,65, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few to no cells no sporangia,,,
TExpC20_2_Jun1,C20_2,culture,20,36.604,0.6175,49.4, 06/01/2009,77, Bd,,,,,,,,,,, 60 Lake,13000, liquid culture, some zoospores many alive little debris,,,
TExpC20_2_Jun4,C20_2,culture,20,37.3155,0.3278,26.224, 06/04/2009,80, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few spores little debris,,,
TExpC20_2_Jun7,C20_2,culture,20,35.3783,1.3619,108.952, 06/07/2009,83, Bd,,,,,,,,,,, 60 Lake,2000, liquid culture, some zsps no debris,,,
TexpC20_2_Jun10,C20_2,culture,20,32.5673,0.6127,49.016, 06/10/2009,86, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps no debris,,,
TExpC20_2_Jun13,C20_2,culture,20,32.5134,8.4173,673.384, 06/13/2009,89, Bd,,,,,,,,,,, 60 Lake,2000, liquid culture, many zsps few/none moving,,,
TExpC20_2_Jun16,C20_2,culture,20,37.018,0.4008,32.064, 06/16/2009,92, Bd,,,,,,,,,,, 60 Lake,2000, liquid culture, few spores some debris,,,
TExpC20_2_Jun19,C20_2,culture,20,37.5318,0.2832,22.656, 06/19/2009,95, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few cells very little debris,,,
TExpC20_2_Jun22,C20_2,culture,20,37.5047,0.3453,27.624, 06/22/2009,98, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, tons of spores some debris,,,
TExpC20_2_Jun25,C20_2,culture,20,37.4723,0.3526,28.208, 06/25/2009,101, Bd,,,,,,,,,,, 60 Lake,2000, liquid culture, many zsps no debris,,,
TExpC20_2_Jun28,C20_2,culture,20,36.9883,0.4089,32.712, 06/28/2009,104, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps no debris,,,
TExpC20_2_Jul1,C20_2,culture,20,37.442,0.2168,17.344, 07/01/2009,107, Bd,,,,,,,,,,, 60 Lake,2000, liquid culture, some zsps little debris,,,
TExpC20_2_Jul4,C20_2,culture,20,29.0747,62.2369,4978.952, 07/04/2009,110, Bd,,,,,,,,,,, 60 Lake,31000, liquid culture, many zsps little debris,,,
TExpC20_2_Jul7,C20_2,culture,20,37.0492,0.4633,37.064, 07/07/2009,113, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps no debris,,,
TExpC20_2_Jul10,C20_2,culture,20,37.5764,0.2055,16.44, 07/10/2009,116, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps little debris,,,
TExpC20_2_Jul13,C20_2,culture,20,33.1579,4.0026,320.208, 07/13/2009,119, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps some debris,,,
TExpC20_3_Mar24,C20_3,culture,20,35.8021,0.7268,58.144, 03/24/2009,8, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, no movement bacillus contamination,,,
TExpC20_3_Mar27,C20_3,culture,20,37.3949,0.2567,20.536, 03/27/2009,11, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps present no movement,,,
TExpC20_3_Mar30,C20_3,culture,20,33.9734,0.3011,24.088, 03/30/2009,14, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, some zsps; NOT moving,,,
TExpC20_3_Apr8,C20_3,culture,20,34.1038,1.3019,104.152, 04/08/2009,23, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_3_Apr11,C20_3,culture,20,36.2051,0.8798,70.384, 04/11/2009,26, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_3_Apr14,C20_3,culture,20,35.4339,0.8752,70.016, 04/14/2009,29, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_3_Apr17,C20_3,culture,20,35.5238,0.8228,65.824, 04/17/2009,32, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, many dead zsps present,,,
TExpC20_3_Apr20,C20_3,culture,20,35.5282,0.8203,65.624, 04/20/2009,35, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_3_Apr23,C20_3,culture,20,29.5604,44.8457,3587.656, 04/23/2009,38, Bd,,,,,,,,,,, 60 Lake,4000, liquid culture,  -,,,
TExpC20_3_Apr26,C20_3,culture,20,35.0575,1.141,91.28, 04/26/2009,41, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps no movement,,,
TExpC20_3_Apr29,C20_3,culture,20,35.1165,0.6579,52.632, 04/29/2009,44, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_3_May2,C20_3,culture,20,29.184,30.5608,2444.864, 05/02/2009,47, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few dead zsps; no debris,,,
TExpC20_3_May5,C20_3,culture,20,34.4095,1.0395,83.16, 05/05/2009,50, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, many non-motile zsps,,,
TExpC20_3_May8,C20_3,culture,20,37.8008,0.1158,9.264, 05/08/2009,53, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC20_3_May11,C20_3,culture,20,38.394,0.1269,10.152, 05/11/2009,56, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, little to no cells some small sporangia,,,
TExpC20_3_May14,C20_3,culture,20,30.1467,38.1398,3051.184, 05/14/2009,59, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, MANY zsps/sporangia,,,
TExpC20_3_May17,C20_3,culture,20,38.1218,0.1532,12.256, 05/17/2009,62, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps some debris,,,
TExpC20_3_May20,C20_3,culture,20,37.9101,0.1774,14.192, 05/20/2009,65, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few to no cells no sporangia,,,
TExpC20_3_Jun1,C20_3,culture,20,33.3114,5.1694,413.552, 06/01/2009,77, Bd,,,,,,,,,,, 60 Lake,3000, liquid culture, some zoospores no debris,,,
TExpC20_3_Jun4,C20_3,culture,20,37.0138,0.4019,32.152, 06/04/2009,80, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few spores little debris,,,
TExpC20_3_Jun7,C20_3,culture,20,32.6774,7.7828,622.624, 06/07/2009,83, Bd,,,,,,,,,,, 60 Lake,17000, liquid culture, lots of zsps! Some debris,,,
TexpC20_3_Jun10,C20_3,culture,20,24.6957,105.491,8439.28, 06/10/2009,86, Bd,,,,,,,,,,, 60 Lake,6000, liquid culture, lots of zsps little debris,,,
TExpC20_3_Jun13,C20_3,culture,20,36.8749,0.4415,35.32, 06/13/2009,89, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, many zsps few/none moving,,,
TExpC20_3_Jun16,C20_3,culture,20,36.7645,0.4757,38.056, 06/16/2009,92, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few spores some debris,,,
TExpC20_3_Jun19,C20_3,culture,20,37.3476,0.3207,25.656, 06/19/2009,95, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, many spores none moving some debris,,,
TExpC20_3_Jun22,C20_3,culture,20,31.118,21.2905,1703.24, 06/22/2009,98, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, tons of spores some debris,,,
TExpC20_3_Jun25,C20_3,culture,20,33.6705,4.1002,328.016, 06/25/2009,101, Bd,,,,,,,,,,, 60 Lake,6000, liquid culture, some zsps little debris,,,
TExpC20_3_Jun28,C20_3,culture,20,30.0973,43.0918,3447.344, 06/28/2009,104, Bd,,,,,,,,,,, 60 Lake,36000, liquid culture, wow! Zsps everywhere! Little debris,,,
TExpC20_3_Jul1,C20_3,culture,20,30.2937,30.6084,2448.672, 07/01/2009,107, Bd,,,,,,,,,,, 60 Lake,34000, liquid culture, lots of zsps! Some very active moderate debris,,,
TExpC20_3_Jul4,C20_3,culture,20,34.7416,1.3809,110.472, 07/04/2009,110, Bd,,,,,,,,,,, 60 Lake,103000, liquid culture, tons and tons of zsps!,,,
TExpC20_3_Jul7,C20_3,culture,20,33.3801,4.9454,395.632, 07/07/2009,113, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, lots and lots of zsps no debris,,,
TexpC20_3_Jul10,C20_3,culture,20,36.9594,0.3609,28.872, 07/10/2009,116, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps little debris,,,
TExpC20_3_Jul13,C20_3,culture,20,37.9069,0.1646,13.168, 07/13/2009,119, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps little debris,,,
TExpC20_4_Mar24,C20_4,culture,20,35.6131,0.8224,65.792, 03/24/2009,8, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, no movement few sporangia present ,,,
TExpC20_4_Mar27,C20_4,culture,20,36.515,0.4562,36.496, 03/27/2009,11, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, zsp/sporangia debris; slight movement,,,
TExpC20_4_Mar30,C20_4,culture,20,33.0218,0.526,42.08, 03/30/2009,14, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, some zsps; NOT moving,,,
TExpC20_4_Apr8,C20_4,culture,20,32.3078,4.3269,346.152, 04/08/2009,23, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_4_Apr11,C20_4,culture,20,35.3887,1.4641,117.128, 04/11/2009,26, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_4_Apr14,C20_4,culture,20,35.5385,0.8146,65.168, 04/14/2009,29, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_4_Apr17,C20_4,culture,20,29.9444,37.8983,3031.864, 04/17/2009,32, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, many dead zsps present,,,
TExpC20_4_Apr20,C20_4,culture,20,29.9837,36.8885,2951.08, 04/20/2009,35, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_4_Apr23,C20_4,culture,20,28.4603,93.4964,7479.712, 04/23/2009,38, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC20_4_Apr26,C20_4,culture,20,34.8357,1.3232,105.856, 04/26/2009,41, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps no movement,,,
TExpC20_4_Apr29,C20_4,culture,20,30.0581,17.36,1388.8, 04/29/2009,44, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC20_4_May2,C20_4,culture,20,33.3493,2.0642,165.136, 05/02/2009,47, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few dead zsps; no debris,,,
TExpC20_4_May5,C20_4,culture,20,30.1202,16.6763,1334.104, 05/05/2009,50, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, many non-motile zsps live zsps in periphery,,,
TExpC20_4_May8,C20_4,culture,20,36.1199,0.3437,27.496, 05/08/2009,53, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC20_4_May11,C20_4,culture,20,37.8283,0.1877,15.016, 05/11/2009,56, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, little to no cells,,,
TExpC20_4_May14,C20_4,culture,20,41.0128,0.0207,1.656, 05/14/2009,59, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, lots of debris some zsps,,,
TExpC20_4_May17,C20_4,culture,20,35.4456,0.9759,78.072, 05/17/2009,62, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, moderate zsps little debris,,,
TExpC20_4_May20,C20_4,culture,20,30.5499,28.8558,2308.464, 05/20/2009,65, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, more cells (non-moving) than other samples ~20 per square one small sporangium some slight movement,,,
TExpC20_4_Jun1,C20_4,culture,20,38.0272,0.2465,19.72, 06/01/2009,77, Bd,,,,,,,,,,, 60 Lake,3000, liquid culture, moderate amount of zsps little debris,,,
TExpC20_4_Jun4,C20_4,culture,20,37.1148,0.3754,30.032, 06/04/2009,80, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few spores some debris,,,
TExpC20_4_Jun7,C20_4,culture,20,37.1829,0.425,34, 06/07/2009,83, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, not many zsps no debris,,,
TexpC20_4_Jun10,C20_4,culture,20,28.1531,10.9924,879.392, 06/10/2009,86, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, lots of cells no debris,,,
TExpC20_4_Jun13,C20_4,culture,20,36.9294,0.4255,34.04, 06/13/2009,89, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, many zsps few/none moving,,,
TExpC20_4_Jun16,C20_4,culture,20,29.3919,69.4167,5553.336, 06/16/2009,92, Bd,,,,,,,,,,, 60 Lake,2000, liquid culture, many spores moving very slow circular movements,,,
TExpC20_4_Jun19,C20_4,culture,20,37.4465,0.3,24, 06/19/2009,95, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, some spores none moving little debris,,,
TExpC20_4_Jun22,C20_4,culture,20,30.39,34.0596,2724.768, 06/22/2009,98, Bd,,,,,,,,,,, 60 Lake,2000, liquid culture, tons of spores spores moving slightly rotating in place,,,
TExpC20_4_Jun25,C20_4,culture,20,32.3791,9.4348,754.784, 06/25/2009,101, Bd,,,,,,,,,,, 60 Lake,5000, liquid culture, many zsps lots of debris,,,
TExpC20_4_Jun28,C20_4,culture,20,37.5683,0.2763,22.104, 06/28/2009,104, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, few zsps no debris,,,
TExpC20_4_Jul1,C20_4,culture,20,31.4839,13.4249,1073.992, 07/01/2009,107, Bd,,,,,,,,,,, 60 Lake,15000, liquid culture, many zsps little debris,,,
TExpC20_4_Jul4,C20_4,culture,20,37.9928,0.1553,12.424, 07/04/2009,110, Bd,,,,,,,,,,, 60 Lake,3000, liquid culture, some zsps lots of debris,,,
TExpC20_4_Jul7,C20_4,culture,20,37.4926,0.348,27.84, 07/07/2009,113, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps little debris,,,
TexpC20_4_Jul10,C20_4,culture,20,36.7058,0.4236,33.888, 07/10/2009,116, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps lots of debris,,,
TExpC20_4_Jul13,C20_4,culture,20,31.3977,13.0637,1045.096, 07/13/2009,119, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps little debris,,,
TExpC26_1_Mar24,C26_1,culture,26,37.0402,0.3236,25.888, 03/24/2009,8, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, no movement multiple empty sporangia,,,
TExpC26_1_Mar27,C26_1,culture,26,37.7924,0.198,15.84, 03/27/2009,11, Bd,,,,,,,,,,, 60 Lake,3000, liquid culture, slight movement,,,
TExpC26_1_Mar30,C26_1,culture,26,33.7473,0.3438,27.504, 03/30/2009,14, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_1_Apr8,C26_1,culture,26,33.99,1.4049,112.392, 04/08/2009,23, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_1_Apr11,C26_1,culture,26,36.8578,0.5855,46.84, 04/11/2009,26, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_1_Apr14,C26_1,culture,26,36.7467,0.3554,28.432, 04/14/2009,29, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_1_Apr17,C26_1,culture,26,35.5107,0.8302,66.416, 04/17/2009,32, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very little debris no zsps or sporangia present,,,
TExpC26_1_Apr20,C26_1,culture,26,35.7741,0.6929,55.432, 04/20/2009,35, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_1_Apr23,C26_1,culture,26,36.5838,0.4117,32.936, 04/23/2009,38, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC26_1_Apr26,C26_1,culture,26,31.6788,10.8963,871.704, 04/26/2009,41, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, zsps but few moving also early sporangia,,,
TExpC26_1_Apr29,C26_1,culture,26,36.0535,0.3588,28.704, 04/29/2009,44, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_1_May2,C26_1,culture,26,35.3961,0.549,43.92, 05/02/2009,47, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few dead zsps; no debris,,,
TExpC26_1_May5,C26_1,culture,26,31.7174,5.9333,474.664, 05/05/2009,50, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_1_May8,C26_1,culture,26,36.6132,0.2498,19.984, 05/08/2009,53, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC26_1_May11,C26_1,culture,26,36.0808,0.6289,50.312, 05/11/2009,56, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, little to no cells,,,
TExpC26_1_May14,C26_1,culture,26,37.0824,0.3145,25.16, 05/14/2009,59, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very clear some debris,,,
TExpC26_1_May17,C26_1,culture,26,38.7445,0.0996,7.968, 05/17/2009,62, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, almost no zsps no debris,,,
TExpC26_1_May20,C26_1,culture,26,36.1945,0.5813,46.504, 05/20/2009,65, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few to no cells in most squares no sporangia,,,
TExpC26_1_Jun1,C26_1,culture,26,37.4925,0.348,27.84, 06/01/2009,77, Bd,,,,,,,,,,, 60 Lake,4000, liquid culture, lots of zsps no debris,,,
TExpC26_1_Jun4,C26_1,culture,26,36.962,0.4901,39.208, 06/04/2009,80, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, moderate amt of spores little debris,,,
TExpC26_1_Jun7,C26_1,culture,26,38.3273,0.2031,16.248, 06/07/2009,83, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, some zsps little debris,,,
TexpC26_1_Jun10,C26_1,culture,26,33.878,0.26,20.8, 06/10/2009,86, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few cells no debris,,,
TExpC26_1_Jun13,C26_1,culture,26,37.5634,0.2772,22.176, 06/13/2009,89, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, many zsps and intact sporangia none moving,,,
TExpC26_1_Jun16,C26_1,culture,26,38.2736,0.1715,13.72, 06/16/2009,92, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few spores little debris,,,
TExpC26_1_Jun19,C26_1,culture,26,38.5671,0.1407,11.256, 06/19/2009,95, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few spores little debris,,,
TExpC26_1_Jun22,C26_1,culture,26,37.2323,0.4117,32.936, 06/22/2009,98, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, many spores some debris,,,
TExpC26_1_Jun25,C26_1,culture,26,37.6542,0.3135,25.08, 06/25/2009,101, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, some zsps no debris,,,
TExpC26_1_Jun28,C26_1,culture,26,38.0241,0.203,16.24, 06/28/2009,104, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps no debris,,,
TExpC26_1_Jul1,C26_1,culture,26,36.4714,0.4246,33.968, 07/01/2009,107, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps little debris,,,
TExpC26_1_Jul4,C26_1,culture,26,43.5213,0.0038,0.304, 07/04/2009,110, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps little debris,,,
TExpC26_1_Jul7,C26_1,culture,26,34.1819,2.9477,235.816, 07/07/2009,113, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps no debris,,,
TexpC26_1_Jul10,C26_1,culture,26,36.9273,0.3683,29.464, 07/10/2009,116, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps lots of debris,,,
TExpC26_1_Jul13,C26_1,culture,26,38.2558,0.1302,10.416, 07/13/2009,119, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, no zsps very little debris,,,
TExpC26_2_Mar24,C26_2,culture,26,37.0448,0.3227,25.816, 03/24/2009,8, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, no movement multiple empty sporangia,,,
TExpC26_2_Mar27,C26_2,culture,26,38.0699,0.1651,13.208, 03/27/2009,11, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_2_Mar30,C26_2,culture,26,0,0,0, 03/30/2009,14, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_2_Apr8,C26_2,culture,26,34.9341,0.7472,59.776, 04/08/2009,23, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_2_Apr11,C26_2,culture,26,35.9727,1.0171,81.368, 04/11/2009,26, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_2_Apr14,C26_2,culture,26,36.7064,0.3654,29.232, 04/14/2009,29, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_2_Apr17,C26_2,culture,26,36.79,0.345,27.6, 04/17/2009,32, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very little debris no zsps or sporangia present,,,
TExpC26_2_Apr20,C26_2,culture,26,36.7908,0.3448,27.584, 04/20/2009,35, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_2_Apr23,C26_2,culture,26,32.483,6.3681,509.448, 04/23/2009,38, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC26_2_Apr26,C26_2,culture,26,32.1414,7.9999,639.992, 04/26/2009,41, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very little sign of anything; few zsps but none moving,,,
TExpC26_2_Apr29,C26_2,culture,26,34.0966,1.2728,101.824, 04/29/2009,44, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_2_May2,C26_2,culture,26,35.5517,0.4965,39.72, 05/02/2009,47, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, a couple dead zsps; no debris,,,
TExpC26_2_May5,C26_2,culture,26,36.4057,0.2857,22.856, 05/05/2009,50, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_2_May8,C26_2,culture,26,35.5889,0.4847,38.776, 05/08/2009,53, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC26_2_May11,C26_2,culture,26,37.8237,0.1883,15.064, 05/11/2009,56, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few cells sporangia present,,,
TExpC26_2_May14,C26_2,culture,26,37.3076,0.2692,21.536, 05/14/2009,59, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very clear some debris,,,
TExpC26_2_May17,C26_2,culture,26,37.4964,0.2362,18.896, 05/17/2009,62, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps no debris,,,
TExpC26_2_May20,C26_2,culture,26,37.1254,0.3053,24.424, 05/20/2009,65, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, most squares had no cells at all no sporangia,,,
TExpC26_2_Jun1,C26_2,culture,26,37.7135,0.3018,24.144, 06/01/2009,77, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, some zoospores little debris,,,
TExpC26_2_Jun4,C26_2,culture,26,34.6515,2.177,174.16, 06/04/2009,80, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few spores little debris,,,
TExpC26_2_Jun7,C26_2,culture,26,37.7576,0.2933,23.464, 06/07/2009,83, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, few zsps no debris,,,
TexpC26_2_Jun10,C26_2,culture,26,33.6406,0.3036,24.288, 06/10/2009,86, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few cells little debris,,,
TExpC26_2_Jun13,C26_2,culture,26,36.9536,0.4186,33.488, 06/13/2009,89, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, many zsps and intact sporangia none moving,,,
TExpC26_2_Jun16,C26_2,culture,26,38.0653,0.1975,15.8, 06/16/2009,92, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few spores little debris,,,
TExpC26_2_Jun19,C26_2,culture,26,38.863,0.1152,9.216, 06/19/2009,95, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few spores little debris,,,
TExpC26_2_Jun22,C26_2,culture,26,37.3681,0.3771,30.168, 06/22/2009,98, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few spores some debris,,,
TExpC26_2_Jun25,C26_2,culture,26,37.4993,0.3465,27.72, 06/25/2009,101, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps little debris,,,
TExpC26_2_Jun28,C26_2,culture,26,38.3776,0.1599,12.792, 06/28/2009,104, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps no debris,,,
TExpC26_2_Jul1,C26_2,culture,26,39.3134,0.0593,4.744, 07/01/2009,107, Bd,,,,,,,,,,, 60 Lake,1000, liquid culture, few zsps no debris,,,
TExpC26_2_Jul4,C26_2,culture,26,40.0024,0.0403,3.224, 07/04/2009,110, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps no debris,,,
TExpC26_2_Jul7,C26_2,culture,26,40.4813,0.0506,4.048, 07/07/2009,113, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very few zsps no debris,,,
TexpC26_2_Jul10,C26_2,culture,26,37.5298,0.2517,20.136, 07/10/2009,116, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, few zsps tons and tons of debris,,,
TExpC26_2_Jul13,C26_2,culture,26,37.6252,0.1859,14.872, 07/13/2009,119, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, no zsps very little debris,,,
TExpC26_3_Mar24,C26_3,culture,26,36.0287,0.6268,50.144, 03/24/2009,8, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, no movement,,,
TExpC26_3_Mar27,C26_3,culture,26,36.2633,0.5377,43.016, 03/27/2009,11, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC26_3_Mar30,C26_3,culture,26,33.5018,0.397,31.76, 03/30/2009,14, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_3_Apr8,C26_3,culture,26,33.4854,1.9687,157.496, 04/08/2009,23, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_3_Apr11,C26_3,culture,26,35.4948,1.3703,109.624, 04/11/2009,26, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_3_Apr14,C26_3,culture,26,36.8011,0.3424,27.392, 04/14/2009,29, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_3_Apr17,C26_3,culture,26,37.3435,0.2359,18.872, 04/17/2009,32, Bd,,,,,,,,,,, 60 Lake,0, liquid culture, very little debris no zsps or sporangia present,,,
TExpC26_3_Apr20,C26_3,culture,26,37.3525,0.2345,18.76, 04/20/2009,35, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  - ,,,
TExpC26_3_Apr23,C26_3,culture,26,36.2323,0.5206,41.648, 04/23/2009,38, Bd,,,,,,,,,,, 60 Lake,0, liquid culture,  -,,,
TExpC26_3_Apr26,C26_3,culture,26,36.158,0.5471,43.768, 04/26/2009,41, Bd,,,,,,,,,,, 60 Lake,3000, liquid culture, lots of cell debris/large ruptured sporangium,,,
